snapshot_id,project_id,state,district,stage,probability,target
SNAP-000594-3,SIH26017-PRJ-000594,Karnataka,Belagavi,Compensation Disbursement,0.9696027040481567,True
SNAP-000595-1,SIH26017-PRJ-000595,Karnataka,Ballari,Social Impact Assessment (SIA),0.023202482610940933,False
SNAP-000596-1,SIH26017-PRJ-000596,Chhattisgarh,Bastar,Compensation Disbursement,0.1960059255361557,False
SNAP-000597-1,SIH26017-PRJ-000597,Karnataka,Bengaluru Rural,Survey & Measurement,0.0031504686921834946,False
SNAP-000598-1,SIH26017-PRJ-000598,Uttar Pradesh,Gautam Buddh Nagar,Mutation & Handover,0.02763504348695278,False
SNAP-000599-1,SIH26017-PRJ-000599,Gujarat,Ahmedabad,Award Declaration (Sec 23),0.9741430878639221,True
SNAP-000599-2,SIH26017-PRJ-000599,Gujarat,Ahmedabad,Compensation Disbursement,0.9794250130653381,True
SNAP-000600-1,SIH26017-PRJ-000600,Karnataka,Ballari,Survey & Measurement,0.005043145269155502,
SNAP-000600-2,SIH26017-PRJ-000600,Karnataka,Ballari,Draft Declaration,0.0035466854460537434,
SNAP-000600-3,SIH26017-PRJ-000600,Karnataka,Ballari,Award Declaration (Sec 23),0.009784065186977386,
