snapshot_id,project_id,snapshot_date,state,district,project_type,implementing_agency,project_geometry_type,applicable_land_acquisition_act,total_land_required_hectares,number_of_villages_affected,estimated_project_cost_inr_crore,land_type_required,tribal_area_flag,project_sanction_date,planned_land_acquisition_completion_date,planned_land_acquisition_duration_days,days_since_sanction_at_snapshot,current_stage_number,current_stage_name,percent_stages_completed_as_of_snapshot,cumulative_stage_delay_days_as_of_snapshot,approvals_required_count,approvals_approved_count_as_of_snapshot,approvals_pending_count_as_of_snapshot,critical_approval_pending_flag_as_of_snapshot,percent_compensation_disbursed_as_of_snapshot,compensation_dispute_flag_as_of_snapshot,active_legal_cases_count_as_of_snapshot,stay_order_active_flag_as_of_snapshot,high_court_or_above_case_flag_as_of_snapshot,percent_land_clear_title,percent_land_disputed_ownership,consent_percent_obtained,land_record_digitization_status,number_of_displaced_families,percent_families_resettled_as_of_snapshot,rr_plan_approved_flag_as_of_snapshot,rr_grievance_backlog_as_of_snapshot,public_hearing_objections_count,political_sensitivity_index,local_body_resolution_status,officer_turnover_count_as_of_snapshot,funds_availability_status_as_of_snapshot,budget_utilization_percent_as_of_snapshot,e_governance_system_used_flag,state_historical_avg_delay_days,agency_historical_completion_rate,project_type_historical_delay_rate,next_stage_at_snapshot,next_stage_name_at_snapshot,heuristic_risk_score,risk_tier,project_latitude,project_longitude,recommended_split,target_is_delayed_beyond_6mo,target_land_acquisition_delay_category_final,target_land_acquisition_delay_days_final,target_known_flag,target_next_stage_delay_flag,target_next_stage_delay_days,target_next_stage_known_flag
SNAP-000031-2,SIH26017-PRJ-000031,2023-06-23,West Bengal,Purulia,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",1008.75,29,5389.35,Forest,False,2018-11-18,2024-06-03,2024,1678,6,Award Declaration (Sec 23),55.6,1069,6,6,0,False,22.1,False,0,False,False,71.9,31.4,55.3,Not Digitized,356,8.8,True,31,21,Low,Supportive,5,Delayed,52.3,False,45.9,30.0,70.0,6,Award Declaration (Sec 23),47.4,Medium,23.59154,86.47529,train,,,,True,True,294.0,True
SNAP-000032-1,SIH26017-PRJ-000032,2016-08-29,Gujarat,Ahmedabad,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",54.33,3,100.09,Homestead-Residential,False,2015-05-05,2018-06-06,1128,482,5,Final Declaration (Sec 19),44.4,126,3,3,0,False,8.6,False,0,False,False,50.6,56.4,,Partially Digitized,27,0.6,True,2,11,Low,Opposing,3,Insufficient,45.5,True,,,,5,Final Declaration (Sec 19),36.0,Medium,23.11378,72.52812,train,,,,True,True,34.0,True
SNAP-000032-2,SIH26017-PRJ-000032,2017-09-12,Gujarat,Ahmedabad,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",54.33,3,100.09,Homestead-Residential,False,2015-05-05,2018-06-06,1128,861,7,Compensation Disbursement,66.7,232,3,3,0,False,60.3,False,0,False,False,51.3,55.3,,Partially Digitized,27,22.4,True,3,11,Low,Opposing,3,Delayed,69.1,True,,100.0,0.0,7,Compensation Disbursement,38.3,Medium,23.11378,72.52812,train,,,,True,True,69.0,True
SNAP-000033-1,SIH26017-PRJ-000033,2023-05-24,Tamil Nadu,Tiruchirappalli,National Highway,NHAI,Linear,"National Highways Act, 1956",36.87,5,5986.4,Forest,False,2022-07-12,2025-06-27,1081,316,5,Final Declaration (Sec 19),44.4,-34,6,5,1,True,0.0,False,0,False,False,75.4,34.1,,Partially Digitized,2,0.0,True,0,11,Low,Opposing,2,Adequate,49.8,True,37.0,70.3,59.5,5,Final Declaration (Sec 19),13.1,Low,10.63451,78.77661,validation,False,On-Time,22.0,True,False,-2.0,True
SNAP-000033-2,SIH26017-PRJ-000033,2024-02-23,Tamil Nadu,Tiruchirappalli,National Highway,NHAI,Linear,"National Highways Act, 1956",36.87,5,5986.4,Forest,False,2022-07-12,2025-06-27,1081,591,7,Compensation Disbursement,66.7,27,6,6,0,False,40.9,False,0,False,False,74.7,33.5,,Partially Digitized,2,30.6,True,0,11,Low,Opposing,4,Adequate,66.7,True,36.3,65.9,63.6,7,Compensation Disbursement,18.6,Low,10.63451,78.77661,validation,False,On-Time,22.0,True,True,254.0,True
SNAP-000033-3,SIH26017-PRJ-000033,2024-10-24,Tamil Nadu,Tiruchirappalli,National Highway,NHAI,Linear,"National Highways Act, 1956",36.87,5,5986.4,Forest,False,2022-07-12,2025-06-27,1081,835,7,Compensation Disbursement,66.7,27,6,6,0,False,51.4,False,0,False,False,72.8,31.5,,Partially Digitized,2,35.5,True,0,11,Low,Opposing,1,Delayed,75.1,True,36.3,63.6,69.1,7,Compensation Disbursement,15.0,Low,10.63451,78.77661,validation,False,On-Time,22.0,True,True,254.0,True
SNAP-000034-1,SIH26017-PRJ-000034,2023-02-08,Maharashtra,Chhatrapati Sambhajinagar,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1356.68,41,2251.27,Government-Wasteland,False,2021-09-02,2029-11-08,2989,524,3,Survey & Measurement,22.2,268,4,3,1,True,0.0,False,0,False,False,60.3,34.6,,Not Digitized,90,0.0,True,3,26,Low,Neutral,3,Insufficient,20.4,False,23.8,38.5,76.9,3,Survey & Measurement,36.5,Medium,19.7748,75.39223,train,,,,False,True,106.0,True
SNAP-000034-2,SIH26017-PRJ-000034,2023-12-03,Maharashtra,Chhatrapati Sambhajinagar,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1356.68,41,2251.27,Government-Wasteland,False,2021-09-02,2029-11-08,2989,822,5,Final Declaration (Sec 19),44.4,401,4,4,0,False,3.7,False,0,False,False,62.7,35.3,,Not Digitized,90,0.0,True,6,26,Low,Neutral,2,Insufficient,41.6,False,38.0,46.7,66.7,5,Final Declaration (Sec 19),34.1,Medium,19.7748,75.39223,train,,,,False,True,63.0,True
SNAP-000034-3,SIH26017-PRJ-000034,2025-05-13,Maharashtra,Chhatrapati Sambhajinagar,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1356.68,41,2251.27,Government-Wasteland,False,2021-09-02,2029-11-08,2989,1349,6,Award Declaration (Sec 23),55.6,464,4,4,0,False,28.8,False,0,False,False,61.0,35.3,,Not Digitized,90,11.8,True,8,26,Low,Neutral,10,Delayed,51.7,False,38.9,52.6,68.4,6,Award Declaration (Sec 23),40.3,Medium,19.7748,75.39223,train,,,,False,True,379.0,True
SNAP-000035-1,SIH26017-PRJ-000035,2019-07-12,Uttar Pradesh,Lucknow,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",13.83,5,357.02,Homestead-Residential,False,2018-01-08,2020-02-07,760,550,7,Compensation Disbursement,66.7,-36,4,4,0,False,53.4,False,0,False,False,60.7,36.6,,Fully Digitized,9,31.8,True,0,14,Low,Neutral,2,Adequate,61.9,True,0.0,75.0,50.0,7,Compensation Disbursement,18.3,Low,26.73273,80.8209,train,False,On-Time,28.0,True,False,8.0,True
SNAP-000036-1,SIH26017-PRJ-000036,2020-10-18,Telangana,Hyderabad,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",502.67,16,9117.38,Forest,True,2017-01-08,2021-08-12,1677,1379,7,Compensation Disbursement,66.7,633,6,6,0,False,47.4,False,1,False,False,69.6,29.2,57.3,Fully Digitized,44,32.3,True,5,32,High,Opposing,10,Delayed,56.6,True,19.8,50.0,62.5,7,Compensation Disbursement,56.1,High,17.60466,78.53227,train,False,On-Time,-3.0,True,True,271.0,True
SNAP-000037-1,SIH26017-PRJ-000037,2023-12-24,Jharkhand,Dhanbad,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",239.03,14,6542.42,Government-Wasteland,False,2022-12-16,2032-07-10,3494,373,2,Social Impact Assessment (SIA),11.1,65,5,4,1,True,0.0,False,0,False,False,61.4,39.8,,Fully Digitized,18,0.0,False,1,14,Medium,Opposing,2,Insufficient,13.3,True,90.6,46.2,76.9,2,Social Impact Assessment (SIA),32.4,Medium,23.79007,86.36884,train,,,,False,True,239.0,True
SNAP-000037-2,SIH26017-PRJ-000037,2024-11-10,Jharkhand,Dhanbad,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",239.03,14,6542.42,Government-Wasteland,False,2022-12-16,2032-07-10,3494,695,4,Draft Declaration,33.3,413,5,5,0,False,0.0,False,0,False,False,61.5,37.5,,Fully Digitized,18,0.0,True,1,14,Medium,Opposing,3,Insufficient,21.5,True,90.7,47.1,70.6,4,Draft Declaration,43.2,Medium,23.79007,86.36884,train,,,,False,True,187.0,True
SNAP-000037-3,SIH26017-PRJ-000037,2025-09-27,Jharkhand,Dhanbad,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",239.03,14,6542.42,Government-Wasteland,False,2022-12-16,2032-07-10,3494,1016,5,Final Declaration (Sec 19),44.4,600,5,5,0,False,6.4,False,0,False,False,61.0,39.4,,Fully Digitized,18,0.9,True,1,14,Medium,Opposing,7,Insufficient,38.5,True,103.8,52.2,78.3,5,Final Declaration (Sec 19),41.9,Medium,23.79007,86.36884,train,,,,False,True,245.0,True
SNAP-000038-1,SIH26017-PRJ-000038,2024-11-12,Assam,Kamrup,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1411.12,48,4932.91,Agricultural,False,2021-11-21,2031-06-09,3487,1087,5,Final Declaration (Sec 19),44.4,469,5,5,0,False,6.9,False,0,False,False,74.5,27.2,,Fully Digitized,479,0.8,True,37,32,Medium,Neutral,6,Insufficient,43.5,True,96.4,50.0,77.8,5,Final Declaration (Sec 19),54.1,Medium,25.70817,91.67786,train,,,,False,True,375.0,True
SNAP-000039-1,SIH26017-PRJ-000039,2025-05-25,Assam,Dibrugarh,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",513.29,9,1772.91,Government-Wasteland,False,2024-09-20,2030-11-26,2258,247,2,Social Impact Assessment (SIA),11.1,-15,6,4,2,True,0.0,False,0,False,False,71.3,33.7,37.6,Partially Digitized,40,0.0,False,1,12,Medium,Neutral,1,Delayed,13.2,True,90.3,44.4,94.4,2,Social Impact Assessment (SIA),22.9,Low,27.37086,95.22825,train,,,,False,True,51.0,True
SNAP-000040-1,SIH26017-PRJ-000040,2019-06-01,Karnataka,Bengaluru Rural,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",434.68,17,6248.59,Agricultural,False,2018-07-03,2021-05-28,1060,333,2,Social Impact Assessment (SIA),11.1,23,5,5,0,False,0.0,False,0,False,False,67.2,32.2,,Not Digitized,144,0.0,False,3,21,Medium,Neutral,2,Insufficient,12.3,False,3.0,33.3,66.7,2,Social Impact Assessment (SIA),28.0,Low,13.07015,77.7722,validation,,,,True,True,436.0,True
SNAP-000040-2,SIH26017-PRJ-000040,2020-03-13,Karnataka,Bengaluru Rural,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",434.68,17,6248.59,Agricultural,False,2018-07-03,2021-05-28,1060,619,2,Social Impact Assessment (SIA),11.1,23,5,5,0,False,0.0,False,0,False,False,69.3,31.3,,Not Digitized,144,0.0,False,3,21,Medium,Neutral,1,Insufficient,11.2,False,3.0,50.0,50.0,2,Social Impact Assessment (SIA),20.6,Low,13.07015,77.7722,validation,,,,True,True,436.0,True
SNAP-000040-3,SIH26017-PRJ-000040,2020-12-25,Karnataka,Bengaluru Rural,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",434.68,17,6248.59,Agricultural,False,2018-07-03,2021-05-28,1060,906,3,Survey & Measurement,22.2,459,5,5,0,False,0.0,False,0,False,False,72.4,31.9,,Not Digitized,144,0.0,True,5,21,Medium,Neutral,4,Delayed,20.9,False,-6.2,50.0,50.0,3,Survey & Measurement,41.7,Medium,13.07015,77.7722,validation,,,,True,True,237.0,True
SNAP-000041-1,SIH26017-PRJ-000041,2021-01-13,Jharkhand,Ranchi,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",76.62,2,1291.48,Homestead-Residential,False,2019-06-22,2023-10-04,1565,571,3,Survey & Measurement,22.2,329,4,4,0,False,0.0,False,0,False,False,70.0,28.0,,Fully Digitized,42,0.0,True,2,10,Medium,Neutral,3,Delayed,23.8,True,72.7,52.9,58.8,3,Survey & Measurement,41.5,Medium,23.36736,85.50214,train,False,Minor Delay (<=6mo),62.0,True,True,109.0,True
SNAP-000041-2,SIH26017-PRJ-000041,2022-08-18,Jharkhand,Ranchi,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",76.62,2,1291.48,Homestead-Residential,False,2019-06-22,2023-10-04,1565,1153,6,Award Declaration (Sec 23),55.6,670,4,4,0,False,30.9,True,1,False,False,73.6,28.0,,Fully Digitized,42,24.8,True,3,10,Medium,Neutral,5,Delayed,49.9,True,69.5,69.2,50.0,6,Award Declaration (Sec 23),43.8,Medium,23.36736,85.50214,train,False,Minor Delay (<=6mo),62.0,True,True,134.0,True
SNAP-000042-1,SIH26017-PRJ-000042,2019-09-14,Telangana,Karimnagar,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",48.13,2,51.81,Mixed,False,2018-04-26,2021-01-08,988,506,5,Final Declaration (Sec 19),44.4,51,3,3,0,False,4.9,False,0,False,False,98.8,3.3,,Partially Digitized,28,1.2,True,1,11,Low,Neutral,1,Delayed,52.7,True,-28.0,75.0,50.0,5,Final Declaration (Sec 19),14.9,Low,18.57629,79.17352,train,False,On-Time,14.0,True,True,133.0,True
SNAP-000043-1,SIH26017-PRJ-000043,2021-03-31,Jharkhand,Ranchi,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",403.63,18,2984.95,Government-Wasteland,False,2019-06-05,2022-02-20,991,665,5,Final Declaration (Sec 19),44.4,147,5,5,0,False,6.9,False,0,False,False,62.2,35.3,,Fully Digitized,24,0.7,True,2,20,Low,Opposing,4,Delayed,54.1,True,72.7,37.5,62.5,5,Final Declaration (Sec 19),36.7,Medium,23.19826,85.06658,train,,,,True,True,120.0,True
SNAP-000044-1,SIH26017-PRJ-000044,2019-09-09,Karnataka,Ballari,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",43.96,6,1053.39,Agricultural,False,2018-11-03,2020-04-19,533,310,6,Award Declaration (Sec 23),55.6,-91,4,4,0,False,16.4,False,0,False,False,68.6,29.3,,Fully Digitized,2,11.6,True,0,6,Medium,Supportive,2,Adequate,58.9,True,3.0,33.3,77.8,6,Award Declaration (Sec 23),9.8,Low,14.74247,76.86892,train,False,On-Time,-25.0,True,False,-22.0,True
SNAP-000045-1,SIH26017-PRJ-000045,2018-10-19,West Bengal,Purulia,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",458.26,14,446.48,Government-Wasteland,False,2016-12-23,2021-11-07,1780,665,5,Final Declaration (Sec 19),44.4,178,5,5,0,False,6.6,False,0,False,False,75.3,28.2,,Not Digitized,145,1.0,True,10,16,Medium,Opposing,1,Insufficient,48.3,False,104.0,33.3,66.7,5,Final Declaration (Sec 19),51.4,Medium,23.16516,86.2788,train,False,Minor Delay (<=6mo),81.0,True,True,49.0,True
SNAP-000045-2,SIH26017-PRJ-000045,2020-04-30,West Bengal,Purulia,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",458.26,14,446.48,Government-Wasteland,False,2016-12-23,2021-11-07,1780,1224,7,Compensation Disbursement,66.7,379,5,5,0,False,49.2,False,0,False,False,77.0,30.1,,Not Digitized,145,39.5,True,15,16,Medium,Opposing,3,Insufficient,71.9,False,24.2,50.0,50.0,7,Compensation Disbursement,46.6,Medium,23.16516,86.2788,train,False,Minor Delay (<=6mo),81.0,True,True,249.0,True
SNAP-000046-1,SIH26017-PRJ-000046,2025-03-02,Odisha,Kalahandi,National Highway,NHAI,Linear,"National Highways Act, 1956",253.47,9,4978.99,Mixed,False,2023-05-27,2027-09-06,1563,645,6,Award Declaration (Sec 23),55.6,261,6,6,0,False,9.9,False,0,False,False,65.1,37.8,,Fully Digitized,128,2.1,True,10,13,Medium,Opposing,3,Insufficient,50.3,True,84.7,63.8,69.0,6,Award Declaration (Sec 23),42.0,Medium,19.80314,83.24799,test,,,,False,True,85.0,True
SNAP-000047-1,SIH26017-PRJ-000047,2020-10-14,Jharkhand,Ranchi,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",54.84,2,1041.62,Homestead-Residential,False,2018-05-12,2024-10-09,2342,886,5,Final Declaration (Sec 19),44.4,352,4,4,0,False,6.1,False,0,False,False,84.3,14.8,,Partially Digitized,22,1.0,True,2,10,Low,Opposing,7,Insufficient,40.1,False,72.7,70.8,37.5,5,Final Declaration (Sec 19),34.5,Medium,23.22991,85.09456,train,False,Minor Delay (<=6mo),180.0,True,True,281.0,True
SNAP-000047-2,SIH26017-PRJ-000047,2022-08-28,Jharkhand,Ranchi,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",54.84,2,1041.62,Homestead-Residential,False,2018-05-12,2024-10-09,2342,1569,7,Compensation Disbursement,66.7,972,4,4,0,False,39.9,False,0,False,False,84.9,17.2,,Partially Digitized,22,39.3,True,2,10,Low,Opposing,3,Insufficient,58.2,False,69.5,73.3,40.0,7,Compensation Disbursement,36.6,Medium,23.22991,85.09456,train,False,Minor Delay (<=6mo),180.0,True,True,358.0,True
SNAP-000048-1,SIH26017-PRJ-000048,2025-01-17,West Bengal,Howrah,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1562.43,45,3505.81,Agricultural,False,2022-03-28,2030-06-04,2990,1026,4,Draft Declaration,33.3,654,4,4,0,False,0.0,False,0,False,False,73.4,21.8,,Fully Digitized,120,0.0,True,6,35,Medium,Opposing,2,Insufficient,33.6,True,58.8,52.6,68.4,4,Draft Declaration,47.2,Medium,22.43992,88.25091,validation,,,,False,True,227.0,True
SNAP-000049-1,SIH26017-PRJ-000049,2015-10-22,Bihar,Muzaffarpur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",100.41,5,669.05,Agricultural,False,2015-01-07,2017-04-05,819,288,4,Draft Declaration,33.3,-5,5,4,1,True,0.0,False,0,False,False,78.3,24.9,,Partially Digitized,6,0.0,True,0,7,Low,Supportive,2,Delayed,36.4,False,,,,4,Draft Declaration,18.7,Low,26.29873,85.61682,validation,False,Minor Delay (<=6mo),34.0,True,False,17.0,True
SNAP-000049-2,SIH26017-PRJ-000049,2016-07-19,Bihar,Muzaffarpur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",100.41,5,669.05,Agricultural,False,2015-01-07,2017-04-05,819,559,6,Award Declaration (Sec 23),66.7,94,5,5,0,False,24.6,True,1,False,False,79.2,26.9,,Partially Digitized,6,17.7,True,0,7,Low,Supportive,3,Insufficient,50.9,False,,,,7,Compensation Disbursement,30.3,Medium,26.29873,85.61682,validation,False,Minor Delay (<=6mo),34.0,True,False,-59.0,True
SNAP-000050-1,SIH26017-PRJ-000050,2021-08-16,Jharkhand,Paschimi Singhbhum,National Highway,NHAI,Linear,"National Highways Act, 1956",210.47,13,5196.95,Forest,False,2016-11-22,2023-12-30,2594,1728,7,Compensation Disbursement,66.7,835,7,7,0,False,43.0,False,0,False,False,58.8,41.3,,Fully Digitized,20,56.5,True,2,20,Low,Neutral,6,Delayed,72.5,True,72.7,66.7,61.9,7,Compensation Disbursement,36.0,Medium,22.54857,85.37848,train,False,Minor Delay (<=6mo),109.0,True,True,814.0,True
SNAP-000051-1,SIH26017-PRJ-000051,2024-01-31,Tamil Nadu,Chennai,National Highway,NHAI,Linear,"National Highways Act, 1956",58.13,1,4615.81,Government-Wasteland,False,2022-07-03,2026-12-19,1630,577,5,Final Declaration (Sec 19),44.4,188,5,5,0,False,6.6,False,0,False,False,79.3,19.3,,Partially Digitized,3,1.0,True,0,7,Medium,Neutral,1,Delayed,42.9,False,36.3,65.9,63.6,5,Final Declaration (Sec 19),31.5,Medium,13.15356,80.49532,validation,,,,False,True,61.0,True
SNAP-000051-2,SIH26017-PRJ-000051,2025-06-11,Tamil Nadu,Chennai,National Highway,NHAI,Linear,"National Highways Act, 1956",58.13,1,4615.81,Government-Wasteland,False,2022-07-03,2026-12-19,1630,1074,7,Compensation Disbursement,66.7,477,5,5,0,False,45.5,False,0,False,False,81.3,17.7,,Partially Digitized,3,46.0,True,0,7,Medium,Neutral,5,Delayed,62.3,False,53.6,65.0,68.3,7,Compensation Disbursement,30.4,Medium,13.15356,80.49532,validation,,,,False,True,269.0,True
SNAP-000052-1,SIH26017-PRJ-000052,2023-12-19,Bihar,Gaya,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",34.03,1,9223.76,Government-Wasteland,False,2022-12-31,2025-04-27,848,353,4,Draft Declaration,33.3,-28,4,4,0,False,0.0,False,0,False,False,68.6,27.1,,Fully Digitized,12,0.0,True,0,9,Low,Opposing,1,Insufficient,35.5,True,28.9,60.0,80.0,4,Draft Declaration,25.5,Low,24.87087,85.02285,train,,,,True,True,39.0,True
SNAP-000052-2,SIH26017-PRJ-000052,2024-12-18,Bihar,Gaya,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",34.03,1,9223.76,Government-Wasteland,False,2022-12-31,2025-04-27,848,718,7,Compensation Disbursement,66.7,59,4,4,0,False,48.8,False,0,False,False,68.3,25.5,,Fully Digitized,12,42.0,True,1,9,Low,Opposing,1,Delayed,55.2,True,27.6,58.3,83.3,7,Compensation Disbursement,13.9,Low,24.87087,85.02285,train,,,,True,False,18.0,True
SNAP-000053-1,SIH26017-PRJ-000053,2020-06-26,Karnataka,Belagavi,National Highway,NHAI,Linear,"National Highways Act, 1956",273.86,6,1956.85,Agricultural,False,2017-11-24,2021-09-29,1405,945,7,Compensation Disbursement,66.7,329,6,5,0,False,39.3,False,0,False,False,63.3,36.3,,Fully Digitized,22,27.6,True,2,10,Low,Supportive,6,Delayed,65.0,True,-6.3,66.7,58.3,7,Compensation Disbursement,29.8,Low,15.80965,74.56577,train,False,On-Time,17.0,True,True,252.0,True
SNAP-000054-1,SIH26017-PRJ-000054,2017-06-23,Telangana,Warangal,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2521.97,55,4410.37,Homestead-Residential,True,2016-05-11,2020-05-27,1477,408,2,Social Impact Assessment (SIA),11.1,65,4,4,0,False,0.0,False,0,False,False,69.4,30.2,59.1,Partially Digitized,1267,0.0,False,23,41,High,Supportive,2,Insufficient,16.8,False,,0.0,100.0,2,Social Impact Assessment (SIA),42.6,Medium,17.84325,79.71708,test,False,Minor Delay (<=6mo),123.0,True,True,391.0,True
SNAP-000054-2,SIH26017-PRJ-000054,2018-03-25,Telangana,Warangal,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2521.97,55,4410.37,Homestead-Residential,True,2016-05-11,2020-05-27,1477,683,3,Survey & Measurement,22.2,456,4,4,0,False,0.0,False,1,False,True,71.2,30.6,59.1,Partially Digitized,1267,0.0,True,37,41,High,Supportive,1,Insufficient,23.6,False,,0.0,100.0,3,Survey & Measurement,60.0,High,17.84325,79.71708,test,False,Minor Delay (<=6mo),123.0,True,True,136.0,True
SNAP-000054-3,SIH26017-PRJ-000054,2019-09-01,Telangana,Warangal,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2521.97,55,4410.37,Homestead-Residential,True,2016-05-11,2020-05-27,1477,1208,7,Compensation Disbursement,66.7,709,4,4,0,False,31.2,False,0,False,False,71.4,31.5,59.1,Partially Digitized,1267,22.6,True,111,41,High,Supportive,3,Insufficient,63.5,False,-28.0,25.0,75.0,7,Compensation Disbursement,60.4,High,17.84325,79.71708,test,False,Minor Delay (<=6mo),123.0,True,False,-42.0,True
SNAP-000055-1,SIH26017-PRJ-000055,2022-08-12,Bihar,Muzaffarpur,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",693.69,18,4408.04,Mixed,False,2021-12-14,2023-05-28,530,241,2,Social Impact Assessment (SIA),11.1,33,4,3,1,True,0.0,False,0,False,False,83.8,20.0,69.1,Partially Digitized,352,0.0,False,7,18,Low,Neutral,0,Insufficient,13.0,True,44.8,53.3,73.3,2,Social Impact Assessment (SIA),24.3,Low,26.26977,85.38339,train,,,,True,True,277.0,True
SNAP-000055-2,SIH26017-PRJ-000055,2023-04-17,Bihar,Muzaffarpur,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",693.69,18,4408.04,Mixed,False,2021-12-14,2023-05-28,530,489,2,Social Impact Assessment (SIA),22.2,310,4,4,0,False,0.0,False,0,False,False,81.8,20.9,69.1,Partially Digitized,352,0.0,True,7,18,Low,Neutral,1,Insufficient,14.3,True,28.9,56.5,73.9,3,Survey & Measurement,37.7,Medium,26.26977,85.38339,train,,,,True,True,,True
SNAP-000056-1,SIH26017-PRJ-000056,2020-01-22,Odisha,Sundargarh,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",46.27,5,1111.32,Homestead-Residential,False,2019-10-28,2023-09-02,1405,86,2,Social Impact Assessment (SIA),11.1,-6,5,1,2,True,0.0,False,0,False,False,60.9,39.6,,Partially Digitized,22,0.0,False,0,11,Low,Opposing,1,Insufficient,8.2,True,32.0,61.1,44.4,2,Social Impact Assessment (SIA),21.8,Low,22.19985,83.99687,test,False,Minor Delay (<=6mo),75.0,True,False,24.0,True
SNAP-000057-1,SIH26017-PRJ-000057,2021-06-03,Kerala,Thiruvananthapuram,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",86.98,9,3762.04,Homestead-Residential,False,2020-08-11,2022-06-13,671,296,2,Social Impact Assessment (SIA),11.1,70,4,3,1,True,0.0,False,0,False,False,64.5,36.0,,Not Digitized,42,0.0,False,1,15,Low,Opposing,0,Insufficient,15.6,False,-6.0,71.4,71.4,2,Social Impact Assessment (SIA),25.5,Low,8.23924,76.75231,test,,,,True,True,142.0,True
SNAP-000058-1,SIH26017-PRJ-000058,2024-04-26,Uttar Pradesh,Varanasi,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",95.98,8,737.83,Forest,False,2023-04-29,2025-07-01,794,363,5,Final Declaration (Sec 19),44.4,43,6,4,2,True,0.0,False,1,False,True,77.0,23.4,,Partially Digitized,11,0.0,True,0,13,Low,Supportive,1,Delayed,53.8,True,38.6,80.0,57.1,5,Final Declaration (Sec 19),30.3,Medium,25.3778,82.9685,train,,,,True,False,12.0,True
SNAP-000058-2,SIH26017-PRJ-000058,2025-02-01,Uttar Pradesh,Varanasi,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",95.98,8,737.83,Forest,False,2023-04-29,2025-07-01,794,644,8,Possession,77.8,22,6,6,0,False,58.9,False,1,False,True,71.9,24.2,,Partially Digitized,11,57.7,True,1,13,Low,Supportive,4,Adequate,82.5,True,36.4,82.5,55.0,8,Possession,21.6,Low,25.3778,82.9685,train,,,,True,False,22.0,True
