project_id,stage_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,status,percent_complete,delay_days,stage_owner_department
SIH26017-PRJ-000023,2,Social Impact Assessment (SIA),2024-04-13,2024-08-10,2024-04-13,2025-01-31,Completed,100.0,174.0,District Collectorate
SIH26017-PRJ-000023,3,Survey & Measurement,2025-02-01,2025-04-18,2025-02-01,2025-07-08,Completed,100.0,81.0,LA Branch
SIH26017-PRJ-000023,4,Draft Declaration,2025-07-09,2025-09-10,2025-07-09,2025-11-29,Completed,100.0,80.0,District Collectorate
SIH26017-PRJ-000023,5,Final Declaration (Sec 19),2025-11-30,2026-02-22,2025-11-30,2026-07-20,Completed,100.0,148.0,Revenue Dept
SIH26017-PRJ-000023,6,Award Declaration (Sec 23),2026-07-22,2026-10-20,2026-07-22,,In Progress,26.7,,District Collectorate
SIH26017-PRJ-000023,7,Compensation Disbursement,2027-03-16,2027-08-30,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000023,8,Possession,2029-03-25,2029-06-08,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000023,9,Mutation & Handover,2030-04-17,2030-06-08,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000024,1,Preliminary Notification (Sec 11),2017-06-08,2017-08-04,2017-06-08,2017-10-17,Completed,100.0,74.0,LA Branch
SIH26017-PRJ-000024,2,Social Impact Assessment (SIA),2017-10-23,2018-02-14,2017-10-23,2018-10-17,Completed,100.0,245.0,Revenue Dept
SIH26017-PRJ-000024,3,Survey & Measurement,2018-10-23,2018-12-31,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000024,4,Draft Declaration,2018-10-23,2018-12-22,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000024,5,Final Declaration (Sec 19),2018-10-23,2019-01-03,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000024,6,Award Declaration (Sec 23),2018-10-23,2019-01-25,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000024,7,Compensation Disbursement,2018-10-23,2019-03-15,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000024,8,Possession,2018-10-23,2018-12-29,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000024,9,Mutation & Handover,2018-10-23,2018-12-15,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000025,1,Preliminary Notification (Sec 11),2022-03-27,2022-05-20,2022-03-27,2022-07-06,Completed,100.0,47.0,District Collectorate
SIH26017-PRJ-000025,2,Social Impact Assessment (SIA),2022-07-08,2022-10-24,2022-07-08,2023-08-01,Completed,100.0,281.0,Implementing Agency
SIH26017-PRJ-000025,3,Survey & Measurement,2023-08-07,2023-10-17,2023-08-07,2024-07-28,Completed,100.0,285.0,Revenue Dept
SIH26017-PRJ-000025,4,Draft Declaration,2024-07-31,2024-09-26,2024-07-31,2025-01-21,Completed,100.0,117.0,District Collectorate
SIH26017-PRJ-000025,5,Final Declaration (Sec 19),2025-01-23,2025-04-14,2025-01-23,2026-06-11,Completed,100.0,423.0,District Collectorate
SIH26017-PRJ-000025,6,Award Declaration (Sec 23),2026-06-14,2026-09-15,2026-06-14,,In Progress,66.7,,District Collectorate
SIH26017-PRJ-000025,7,Compensation Disbursement,2027-02-12,2027-07-22,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000025,8,Possession,2028-05-21,2028-08-03,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000025,9,Mutation & Handover,2028-12-31,2029-02-19,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000026,1,Preliminary Notification (Sec 11),2018-06-11,2018-08-01,2018-06-11,2018-09-05,Completed,100.0,35.0,District Collectorate
SIH26017-PRJ-000026,2,Social Impact Assessment (SIA),2018-09-10,2018-12-29,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000026,3,Survey & Measurement,2018-09-10,2018-11-11,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000026,4,Draft Declaration,2018-09-10,2018-11-03,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000026,5,Final Declaration (Sec 19),2018-09-10,2018-11-26,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000026,6,Award Declaration (Sec 23),2018-09-10,2018-11-29,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000026,7,Compensation Disbursement,2018-09-10,2019-02-06,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000026,8,Possession,2018-09-10,2018-11-22,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000026,9,Mutation & Handover,2018-09-10,2018-11-05,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000027,1,Preliminary Notification (Sec 11),2018-01-04,2018-03-03,2018-01-04,2018-03-01,Completed,100.0,-2.0,Implementing Agency
SIH26017-PRJ-000027,2,Social Impact Assessment (SIA),2018-03-06,2018-06-29,2018-03-06,2018-09-20,Completed,100.0,83.0,Revenue Dept
SIH26017-PRJ-000027,3,Survey & Measurement,2018-09-24,2018-12-16,2018-09-24,2018-12-28,Completed,100.0,12.0,LA Branch
SIH26017-PRJ-000027,4,Draft Declaration,2019-01-06,2019-02-25,2019-01-06,2019-05-18,Completed,100.0,82.0,LA Branch
SIH26017-PRJ-000027,5,Final Declaration (Sec 19),2019-05-20,2019-08-03,2019-05-20,2020-02-06,Completed,100.0,187.0,Revenue Dept
SIH26017-PRJ-000027,6,Award Declaration (Sec 23),2020-02-10,2020-05-19,2020-02-10,2021-01-08,Completed,100.0,234.0,Revenue Dept
SIH26017-PRJ-000027,7,Compensation Disbursement,2021-01-14,2021-06-15,2021-01-14,2022-01-31,Completed,100.0,230.0,Revenue Dept
SIH26017-PRJ-000027,8,Possession,2022-02-02,2022-04-12,2022-02-02,2022-10-15,Completed,100.0,186.0,LA Branch
SIH26017-PRJ-000027,9,Mutation & Handover,2022-10-21,2022-12-14,2022-10-21,2023-10-06,Completed,100.0,296.0,District Collectorate
SIH26017-PRJ-000028,1,Preliminary Notification (Sec 11),2015-10-11,2015-11-25,2015-10-11,2015-11-07,Completed,100.0,-18.0,LA Branch
SIH26017-PRJ-000028,2,Social Impact Assessment (SIA),2015-11-09,2016-03-04,2015-11-09,2016-04-10,Completed,100.0,37.0,District Collectorate
SIH26017-PRJ-000028,3,Survey & Measurement,2016-04-18,2016-06-24,2016-04-18,2016-08-09,Completed,100.0,46.0,District Collectorate
SIH26017-PRJ-000028,4,Draft Declaration,2016-08-12,2016-10-07,2016-08-12,2017-01-21,Completed,100.0,106.0,Revenue Dept
SIH26017-PRJ-000028,5,Final Declaration (Sec 19),2017-01-24,2017-04-20,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000028,6,Award Declaration (Sec 23),2017-01-24,2017-05-05,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000028,7,Compensation Disbursement,2017-01-24,2017-06-21,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000028,8,Possession,2017-01-24,2017-04-08,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000028,9,Mutation & Handover,2017-01-24,2017-03-18,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000029,1,Preliminary Notification (Sec 11),2022-10-27,2023-01-08,2022-10-27,2023-03-09,Completed,100.0,60.0,District Collectorate
SIH26017-PRJ-000029,2,Social Impact Assessment (SIA),2023-03-11,2023-07-10,2023-03-11,2023-08-22,Completed,100.0,43.0,Revenue Dept
SIH26017-PRJ-000029,3,Survey & Measurement,2023-08-24,2023-11-16,2023-08-24,2023-11-23,Completed,100.0,7.0,District Collectorate
SIH26017-PRJ-000029,4,Draft Declaration,2023-11-26,2024-02-05,2023-11-26,2024-07-18,Completed,100.0,164.0,District Collectorate
SIH26017-PRJ-000029,5,Final Declaration (Sec 19),2024-07-22,2024-10-15,2024-07-22,2025-03-13,Completed,100.0,149.0,Implementing Agency
SIH26017-PRJ-000029,6,Award Declaration (Sec 23),2025-03-18,2025-07-23,2025-03-18,2026-05-06,Completed,100.0,287.0,District Collectorate
SIH26017-PRJ-000029,7,Compensation Disbursement,2026-05-10,2026-10-09,2026-05-10,,In Progress,63.8,,Implementing Agency
SIH26017-PRJ-000029,8,Possession,2028-04-22,2028-07-18,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000029,9,Mutation & Handover,2028-10-11,2028-12-13,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000030,1,Preliminary Notification (Sec 11),2022-11-15,2023-01-22,2022-11-15,2023-03-29,Completed,100.0,66.0,District Collectorate
SIH26017-PRJ-000030,2,Social Impact Assessment (SIA),2023-04-01,2023-08-13,2023-04-01,2023-09-19,Completed,100.0,37.0,District Collectorate
SIH26017-PRJ-000030,3,Survey & Measurement,2023-09-21,2023-12-09,2023-09-21,2024-03-08,Completed,100.0,90.0,LA Branch
SIH26017-PRJ-000030,4,Draft Declaration,2024-03-14,2024-05-18,2024-03-14,2024-04-29,Completed,100.0,-19.0,Revenue Dept
SIH26017-PRJ-000030,5,Final Declaration (Sec 19),2024-05-05,2024-08-01,2024-05-05,2024-09-17,Completed,100.0,47.0,District Collectorate
SIH26017-PRJ-000030,6,Award Declaration (Sec 23),2024-09-19,2024-12-24,2024-09-19,2025-04-29,Completed,100.0,126.0,Implementing Agency
SIH26017-PRJ-000030,7,Compensation Disbursement,2025-05-04,2025-10-06,2025-05-04,2025-11-10,Completed,100.0,35.0,District Collectorate
SIH26017-PRJ-000030,8,Possession,2025-11-13,2026-01-30,2025-11-13,2026-01-22,Completed,100.0,-8.0,LA Branch
SIH26017-PRJ-000030,9,Mutation & Handover,2026-01-26,2026-03-26,2026-01-26,2026-06-15,Completed,100.0,81.0,Revenue Dept
SIH26017-PRJ-000031,1,Preliminary Notification (Sec 11),2018-11-18,2019-01-20,2018-11-18,2019-03-24,Completed,100.0,63.0,District Collectorate
SIH26017-PRJ-000031,2,Social Impact Assessment (SIA),2019-03-27,2019-08-11,2019-03-27,2020-01-16,Completed,100.0,158.0,District Collectorate
SIH26017-PRJ-000031,3,Survey & Measurement,2020-01-19,2020-04-16,2020-01-19,2021-04-07,Completed,100.0,356.0,LA Branch
SIH26017-PRJ-000031,4,Draft Declaration,2021-04-13,2021-06-22,2021-04-13,2022-03-22,Completed,100.0,273.0,Revenue Dept
SIH26017-PRJ-000031,5,Final Declaration (Sec 19),2022-03-27,2022-06-27,2022-03-27,2023-02-01,Completed,100.0,219.0,Implementing Agency
SIH26017-PRJ-000031,6,Award Declaration (Sec 23),2023-02-04,2023-05-29,2023-02-04,2024-03-18,Completed,100.0,294.0,Implementing Agency
SIH26017-PRJ-000031,7,Compensation Disbursement,2024-03-24,2024-09-26,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000031,8,Possession,2024-03-24,2024-06-14,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000031,9,Mutation & Handover,2024-03-24,2024-06-03,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000032,1,Preliminary Notification (Sec 11),2015-05-05,2015-06-21,2015-05-05,2015-07-03,Completed,100.0,12.0,District Collectorate
SIH26017-PRJ-000032,2,Social Impact Assessment (SIA),2015-07-05,2015-10-05,2015-07-05,2015-10-15,Completed,100.0,10.0,District Collectorate
SIH26017-PRJ-000032,3,Survey & Measurement,2015-10-20,2016-01-02,2015-10-20,2016-02-04,Completed,100.0,33.0,LA Branch
SIH26017-PRJ-000032,4,Draft Declaration,2016-02-05,2016-03-27,2016-02-05,2016-06-06,Completed,100.0,71.0,District Collectorate
SIH26017-PRJ-000032,5,Final Declaration (Sec 19),2016-06-09,2016-08-25,2016-06-09,2016-09-28,Completed,100.0,34.0,Implementing Agency
SIH26017-PRJ-000032,6,Award Declaration (Sec 23),2016-10-03,2017-01-11,2016-10-03,2017-03-24,Completed,100.0,72.0,Revenue Dept
SIH26017-PRJ-000032,7,Compensation Disbursement,2017-03-25,2017-07-22,2017-03-25,2017-09-29,Completed,100.0,69.0,Revenue Dept
SIH26017-PRJ-000032,8,Possession,2017-10-01,2017-12-11,2017-10-01,2018-04-05,Completed,100.0,115.0,LA Branch
SIH26017-PRJ-000032,9,Mutation & Handover,2018-04-09,2018-06-06,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000033,1,Preliminary Notification (Sec 11),2022-07-12,2022-09-03,2022-07-12,2022-08-21,Completed,100.0,-13.0,LA Branch
SIH26017-PRJ-000033,2,Social Impact Assessment (SIA),2022-08-23,2022-12-24,2022-08-23,2022-11-26,Completed,100.0,-28.0,LA Branch
SIH26017-PRJ-000033,3,Survey & Measurement,2022-11-27,2023-02-07,2022-11-27,2023-02-21,Completed,100.0,14.0,District Collectorate
SIH26017-PRJ-000033,4,Draft Declaration,2023-02-28,2023-04-25,2023-02-28,2023-04-18,Completed,100.0,-7.0,District Collectorate
SIH26017-PRJ-000033,5,Final Declaration (Sec 19),2023-04-24,2023-07-04,2023-04-24,2023-07-02,Completed,100.0,-2.0,Implementing Agency
SIH26017-PRJ-000033,6,Award Declaration (Sec 23),2023-07-06,2023-10-07,2023-07-06,2023-12-09,Completed,100.0,63.0,District Collectorate
SIH26017-PRJ-000033,7,Compensation Disbursement,2023-12-12,2024-04-28,2023-12-12,2025-01-07,Completed,100.0,254.0,District Collectorate
SIH26017-PRJ-000033,8,Possession,2025-01-09,2025-03-26,2025-01-09,2025-05-05,Completed,100.0,40.0,District Collectorate
SIH26017-PRJ-000033,9,Mutation & Handover,2025-05-11,2025-06-27,2025-05-11,2025-07-19,Completed,100.0,22.0,LA Branch
SIH26017-PRJ-000034,1,Preliminary Notification (Sec 11),2021-09-02,2021-10-29,2021-09-02,2022-02-06,Completed,100.0,100.0,District Collectorate
SIH26017-PRJ-000034,2,Social Impact Assessment (SIA),2022-02-11,2022-06-21,2022-02-11,2022-12-06,Completed,100.0,168.0,District Collectorate
SIH26017-PRJ-000034,3,Survey & Measurement,2022-12-10,2023-02-28,2022-12-10,2023-06-14,Completed,100.0,106.0,Revenue Dept
SIH26017-PRJ-000034,4,Draft Declaration,2023-06-21,2023-08-22,2023-06-21,2023-09-18,Completed,100.0,27.0,District Collectorate
SIH26017-PRJ-000034,5,Final Declaration (Sec 19),2023-09-25,2023-12-15,2023-09-25,2024-02-16,Completed,100.0,63.0,Revenue Dept
SIH26017-PRJ-000034,6,Award Declaration (Sec 23),2024-02-17,2024-06-10,2024-02-17,2025-06-24,Completed,100.0,379.0,Implementing Agency
SIH26017-PRJ-000034,7,Compensation Disbursement,2025-06-28,2025-12-27,2025-06-28,,In Progress,100.0,,LA Branch
SIH26017-PRJ-000034,8,Possession,2028-10-04,2028-12-29,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000034,9,Mutation & Handover,2029-09-12,2029-11-08,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000035,1,Preliminary Notification (Sec 11),2018-01-08,2018-03-03,2018-01-08,2018-02-27,Completed,100.0,-4.0,District Collectorate
SIH26017-PRJ-000035,2,Social Impact Assessment (SIA),2018-03-04,2018-07-12,2018-03-04,2018-08-09,Completed,100.0,28.0,District Collectorate
SIH26017-PRJ-000035,3,Survey & Measurement,2018-08-12,2018-10-19,2018-08-12,2018-10-19,Completed,100.0,0.0,Implementing Agency
SIH26017-PRJ-000035,4,Draft Declaration,2018-10-22,2018-12-07,2018-10-22,2018-11-20,Completed,100.0,-17.0,District Collectorate
SIH26017-PRJ-000035,5,Final Declaration (Sec 19),2018-11-25,2019-02-20,2018-11-25,2019-01-14,Completed,100.0,-37.0,Revenue Dept
SIH26017-PRJ-000035,6,Award Declaration (Sec 23),2019-01-20,2019-04-13,2019-01-20,2019-04-07,Completed,100.0,-6.0,Implementing Agency
SIH26017-PRJ-000035,7,Compensation Disbursement,2019-04-10,2019-08-28,2019-04-10,2019-09-05,Completed,100.0,8.0,LA Branch
SIH26017-PRJ-000035,8,Possession,2019-09-08,2019-11-17,2019-09-08,2019-12-17,Completed,100.0,30.0,LA Branch
SIH26017-PRJ-000035,9,Mutation & Handover,2019-12-18,2020-02-07,2019-12-18,2020-03-06,Completed,100.0,28.0,Implementing Agency
SIH26017-PRJ-000036,1,Preliminary Notification (Sec 11),2017-01-08,2017-02-22,2017-01-08,2017-03-23,Completed,100.0,29.0,LA Branch
SIH26017-PRJ-000036,2,Social Impact Assessment (SIA),2017-04-01,2017-07-29,2017-04-01,2018-03-10,Completed,100.0,224.0,LA Branch
SIH26017-PRJ-000036,3,Survey & Measurement,2018-03-13,2018-05-18,2018-03-13,2018-10-08,Completed,100.0,143.0,District Collectorate
SIH26017-PRJ-000036,4,Draft Declaration,2018-10-09,2018-11-29,2018-10-09,2019-02-18,Completed,100.0,81.0,LA Branch
SIH26017-PRJ-000036,5,Final Declaration (Sec 19),2019-02-23,2019-05-01,2019-02-23,2019-05-30,Completed,100.0,29.0,District Collectorate
SIH26017-PRJ-000036,6,Award Declaration (Sec 23),2019-06-06,2019-08-25,2019-06-06,2019-12-30,Completed,100.0,127.0,Revenue Dept
SIH26017-PRJ-000036,7,Compensation Disbursement,2020-01-06,2020-06-07,2020-01-06,2021-03-05,Completed,100.0,271.0,District Collectorate
SIH26017-PRJ-000036,8,Possession,2021-03-07,2021-05-17,2021-03-07,2021-06-17,Completed,100.0,31.0,Implementing Agency
SIH26017-PRJ-000036,9,Mutation & Handover,2021-06-22,2021-08-12,2021-06-22,2021-08-09,Completed,100.0,-3.0,District Collectorate
SIH26017-PRJ-000037,1,Preliminary Notification (Sec 11),2022-12-16,2023-02-14,2022-12-16,2023-04-20,Completed,100.0,65.0,District Collectorate
SIH26017-PRJ-000037,2,Social Impact Assessment (SIA),2023-04-23,2023-08-25,2023-04-23,2024-04-20,Completed,100.0,239.0,Revenue Dept
SIH26017-PRJ-000037,3,Survey & Measurement,2024-04-23,2024-07-08,2024-04-23,2024-10-25,Completed,100.0,109.0,LA Branch
SIH26017-PRJ-000037,4,Draft Declaration,2024-10-28,2024-12-20,2024-10-28,2025-06-25,Completed,100.0,187.0,Implementing Agency
SIH26017-PRJ-000037,5,Final Declaration (Sec 19),2025-06-27,2025-09-15,2025-06-27,2026-05-18,Completed,100.0,245.0,District Collectorate
SIH26017-PRJ-000037,6,Award Declaration (Sec 23),2026-05-21,2026-08-31,2026-05-21,,In Progress,84.3,,Revenue Dept
SIH26017-PRJ-000037,7,Compensation Disbursement,2028-07-09,2028-12-04,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000037,8,Possession,2030-08-22,2030-11-10,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000037,9,Mutation & Handover,2032-05-14,2032-07-10,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000038,1,Preliminary Notification (Sec 11),2021-11-21,2022-01-24,2021-11-21,2022-04-19,Completed,100.0,85.0,LA Branch
SIH26017-PRJ-000038,2,Social Impact Assessment (SIA),2022-04-28,2022-09-09,2022-04-28,2022-12-06,Completed,100.0,88.0,LA Branch
SIH26017-PRJ-000038,3,Survey & Measurement,2022-12-11,2023-02-25,2022-12-11,2023-07-20,Completed,100.0,145.0,District Collectorate
SIH26017-PRJ-000038,4,Draft Declaration,2023-07-25,2023-09-28,2023-07-25,2024-02-26,Completed,100.0,151.0,Revenue Dept
SIH26017-PRJ-000038,5,Final Declaration (Sec 19),2024-02-28,2024-06-09,2024-02-28,2025-06-19,Completed,100.0,375.0,Revenue Dept
SIH26017-PRJ-000038,6,Award Declaration (Sec 23),2025-06-20,2025-10-20,2025-06-20,,In Progress,100.0,,District Collectorate
SIH26017-PRJ-000038,7,Compensation Disbursement,2026-12-10,2027-06-14,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000038,8,Possession,2029-10-25,2030-01-17,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000038,9,Mutation & Handover,2031-04-07,2031-06-09,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000039,1,Preliminary Notification (Sec 11),2024-09-20,2024-11-19,2024-09-20,2024-11-04,Completed,100.0,-15.0,District Collectorate
SIH26017-PRJ-000039,2,Social Impact Assessment (SIA),2024-11-09,2025-04-07,2024-11-09,2025-05-28,Completed,100.0,51.0,District Collectorate
SIH26017-PRJ-000039,3,Survey & Measurement,2025-06-01,2025-08-31,2025-06-01,2025-10-20,Completed,100.0,50.0,District Collectorate
SIH26017-PRJ-000039,4,Draft Declaration,2025-10-24,2025-12-28,2025-10-24,2026-02-17,Completed,100.0,51.0,District Collectorate
SIH26017-PRJ-000039,5,Final Declaration (Sec 19),2026-02-21,2026-05-27,2026-02-21,,In Progress,100.0,,Revenue Dept
SIH26017-PRJ-000039,6,Award Declaration (Sec 23),2026-10-14,2027-01-25,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000039,7,Compensation Disbursement,2027-09-18,2028-02-19,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000039,8,Possession,2029-04-25,2029-08-01,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000039,9,Mutation & Handover,2030-09-19,2030-11-26,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000040,1,Preliminary Notification (Sec 11),2018-07-03,2018-09-04,2018-07-03,2018-09-27,Completed,100.0,23.0,District Collectorate
SIH26017-PRJ-000040,2,Social Impact Assessment (SIA),2018-10-01,2019-02-11,2018-10-01,2020-04-22,Completed,100.0,436.0,Revenue Dept
SIH26017-PRJ-000040,3,Survey & Measurement,2020-04-27,2020-07-08,2020-04-27,2021-03-02,Completed,100.0,237.0,LA Branch
SIH26017-PRJ-000040,4,Draft Declaration,2021-03-06,2021-05-13,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000040,5,Final Declaration (Sec 19),2021-03-06,2021-06-02,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000040,6,Award Declaration (Sec 23),2021-03-06,2021-06-30,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000040,7,Compensation Disbursement,2021-03-06,2021-08-23,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000040,8,Possession,2021-03-06,2021-05-27,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000040,9,Mutation & Handover,2021-03-06,2021-05-28,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000041,1,Preliminary Notification (Sec 11),2019-06-22,2019-08-10,2019-06-22,2019-11-10,Completed,100.0,92.0,Revenue Dept
SIH26017-PRJ-000041,2,Social Impact Assessment (SIA),2019-11-14,2020-03-07,2019-11-14,2020-10-30,Completed,100.0,237.0,LA Branch
SIH26017-PRJ-000041,3,Survey & Measurement,2020-11-03,2021-01-02,2020-11-03,2021-04-21,Completed,100.0,109.0,LA Branch
SIH26017-PRJ-000041,4,Draft Declaration,2021-04-26,2021-06-14,2021-04-26,2021-08-01,Completed,100.0,48.0,District Collectorate
SIH26017-PRJ-000041,5,Final Declaration (Sec 19),2021-08-07,2021-10-17,2021-08-07,2022-04-19,Completed,100.0,184.0,LA Branch
SIH26017-PRJ-000041,6,Award Declaration (Sec 23),2022-04-25,2022-07-26,2022-04-25,2022-12-07,Completed,100.0,134.0,District Collectorate
SIH26017-PRJ-000041,7,Compensation Disbursement,2022-12-09,2023-05-04,2022-12-09,2023-06-08,Completed,100.0,35.0,LA Branch
SIH26017-PRJ-000041,8,Possession,2023-06-12,2023-08-12,2023-06-12,2023-08-07,Completed,100.0,-5.0,District Collectorate
SIH26017-PRJ-000041,9,Mutation & Handover,2023-08-12,2023-10-04,2023-08-12,2023-12-05,Completed,100.0,62.0,Implementing Agency
SIH26017-PRJ-000042,1,Preliminary Notification (Sec 11),2018-04-26,2018-06-19,2018-04-26,2018-05-29,Completed,100.0,-21.0,Revenue Dept
SIH26017-PRJ-000042,2,Social Impact Assessment (SIA),2018-05-31,2018-09-19,2018-05-31,2018-07-25,Completed,100.0,-56.0,Implementing Agency
SIH26017-PRJ-000042,3,Survey & Measurement,2018-07-31,2018-10-11,2018-07-31,2018-11-17,Completed,100.0,37.0,Revenue Dept
SIH26017-PRJ-000042,4,Draft Declaration,2018-11-20,2019-01-09,2018-11-20,2019-04-10,Completed,100.0,91.0,District Collectorate
SIH26017-PRJ-000042,5,Final Declaration (Sec 19),2019-04-17,2019-06-29,2019-04-17,2019-11-09,Completed,100.0,133.0,LA Branch
