project_id,project_name,state,district,project_type,implementing_agency,project_geometry_type,applicable_land_acquisition_act,total_land_required_hectares,number_of_villages_affected,estimated_project_cost_inr_crore,land_type_required,tribal_area_flag,project_sanction_date,planned_land_acquisition_completion_date,planned_land_acquisition_duration_days
SIH26017-PRJ-000455,Special Economic Zone Project - Paschimi Singhbhum (0455),Jharkhand,Paschimi Singhbhum,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",472.82,19,12011.41,Forest,True,2018-11-10,2025-08-07,2462
SIH26017-PRJ-000456,Power Transmission Line Project - Durg (0456),Chhattisgarh,Durg,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",7.18,1,842.88,Agricultural,False,2017-03-30,2020-05-29,1156
SIH26017-PRJ-000457,Renewable Energy Park Project - Purba Bardhaman (0457),West Bengal,Purba Bardhaman,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",705.2,24,1847.53,Forest,False,2021-01-19,2025-12-05,1781
SIH26017-PRJ-000458,State Highway Project - Paschimi Singhbhum (0458),Jharkhand,Paschimi Singhbhum,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",102.07,6,673.57,Forest,False,2015-10-05,2024-12-27,3371
SIH26017-PRJ-000459,Irrigation Canal/Dam Project - Patna (0459),Bihar,Patna,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",365.51,14,1306.93,Mixed,False,2024-05-22,2027-11-26,1283
SIH26017-PRJ-000460,Urban Water Supply/Sewerage Project - Paschimi Singhbhum (0460),Jharkhand,Paschimi Singhbhum,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",2.74,4,2487.93,Mixed,False,2016-07-28,2019-06-17,1054
SIH26017-PRJ-000461,Railway Line/Doubling Project - Kamrup (0461),Assam,Kamrup,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",159.18,5,603.25,Mixed,False,2022-11-14,2030-06-27,2782
SIH26017-PRJ-000462,Mining Project Project - Khordha (0462),Odisha,Khordha,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",596.09,17,3271.27,Agricultural,False,2023-01-16,2026-08-19,1311
SIH26017-PRJ-000463,Power Transmission Line Project - Bhopal (0463),Madhya Pradesh,Bhopal,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",75.81,6,213.17,Government-Wasteland,False,2023-02-26,2024-11-10,623
SIH26017-PRJ-000464,State Highway Project - Howrah (0464),West Bengal,Howrah,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",124.39,7,1933.03,Government-Wasteland,False,2017-12-21,2020-12-28,1103
SIH26017-PRJ-000465,Industrial Corridor Project - Ernakulam (0465),Kerala,Ernakulam,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1990.86,54,6472.52,Forest,False,2018-12-18,2020-05-31,530
SIH26017-PRJ-000466,State Highway Project - Raipur (0466),Chhattisgarh,Raipur,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",173.46,6,451.69,Agricultural,False,2021-12-31,2026-05-17,1598
SIH26017-PRJ-000467,Mining Project Project - Dhanbad (0467),Jharkhand,Dhanbad,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",519.97,21,5176.75,Mixed,False,2021-07-15,2024-02-09,939
SIH26017-PRJ-000468,State Highway Project - Kamrup (0468),Assam,Kamrup,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",63.14,3,863.71,Government-Wasteland,False,2019-04-08,2025-09-20,2357
SIH26017-PRJ-000469,State Highway Project - Tiruchirappalli (0469),Tamil Nadu,Tiruchirappalli,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",47.43,3,1040.09,Mixed,False,2023-08-18,2026-11-19,1189
SIH26017-PRJ-000470,Airport Expansion Project - Nashik (0470),Maharashtra,Nashik,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1331.79,39,657.37,Mixed,True,2018-12-04,2022-06-18,1292
SIH26017-PRJ-000471,Power Transmission Line Project - Ernakulam (0471),Kerala,Ernakulam,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",102.54,4,993.29,Government-Wasteland,True,2024-06-28,2026-04-08,649
SIH26017-PRJ-000472,Urban Metro Rail Project - Varanasi (0472),Uttar Pradesh,Varanasi,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",117.92,7,10886.7,Government-Wasteland,False,2024-01-21,2026-04-26,826
SIH26017-PRJ-000473,Power Transmission Line Project - Chhindwara (0473),Madhya Pradesh,Chhindwara,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",77.76,5,339.83,Government-Wasteland,False,2020-05-29,2021-09-21,480
SIH26017-PRJ-000474,Urban Water Supply/Sewerage Project - Bhopal (0474),Madhya Pradesh,Bhopal,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",3.28,4,367.31,Mixed,False,2016-04-21,2018-03-29,707
SIH26017-PRJ-000475,Renewable Energy Park Project - Bastar (0475),Chhattisgarh,Bastar,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2930.1,66,2548.01,Mixed,False,2018-05-02,2021-07-23,1178
SIH26017-PRJ-000476,Railway Line/Doubling Project - Kalahandi (0476),Odisha,Kalahandi,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",575.93,24,8644.63,Forest,True,2020-01-15,2025-01-21,1833
SIH26017-PRJ-000477,State Highway Project - Surat (0477),Gujarat,Surat,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",85.35,6,557.97,Forest,False,2017-03-23,2020-01-03,1016
SIH26017-PRJ-000478,Airport Expansion Project - Kolkata (0478),West Bengal,Kolkata,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1078.93,30,7650.27,Government-Wasteland,False,2015-09-01,2017-03-29,575
SIH26017-PRJ-000479,Urban Water Supply/Sewerage Project - Chhatrapati Sambhajinagar (0479),Maharashtra,Chhatrapati Sambhajinagar,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",57.8,3,684.87,Homestead-Residential,False,2024-01-03,2027-03-05,1157
SIH26017-PRJ-000480,Urban Water Supply/Sewerage Project - Ranchi (0480),Jharkhand,Ranchi,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",34.68,2,545.68,Mixed,True,2016-03-01,2019-06-29,1215
SIH26017-PRJ-000481,Industrial Corridor Project - Karimnagar (0481),Telangana,Karimnagar,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1164.76,27,972.26,Homestead-Residential,False,2018-02-15,2022-09-01,1659
SIH26017-PRJ-000482,Irrigation Canal/Dam Project - Bhopal (0482),Madhya Pradesh,Bhopal,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1348.57,34,413.27,Government-Wasteland,False,2018-12-22,2023-06-14,1635
SIH26017-PRJ-000483,Power Transmission Line Project - Dibrugarh (0483),Assam,Dibrugarh,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",83.31,4,1294.34,Agricultural,False,2016-03-26,2017-02-09,320
SIH26017-PRJ-000484,Renewable Energy Park Project - Alwar (0484),Rajasthan,Alwar,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",191.19,16,7617.0,Homestead-Residential,False,2016-07-13,2025-05-20,3233
SIH26017-PRJ-000485,Railway Line/Doubling Project - Gaya (0485),Bihar,Gaya,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",273.45,9,8190.03,Homestead-Residential,False,2020-03-08,2024-04-05,1489
SIH26017-PRJ-000486,State Highway Project - Kamrup (0486),Assam,Kamrup,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",194.32,3,135.97,Agricultural,False,2023-04-24,2029-07-03,2262
SIH26017-PRJ-000487,Airport Expansion Project - Varanasi (0487),Uttar Pradesh,Varanasi,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1200.85,33,4678.0,Homestead-Residential,False,2018-03-09,2022-02-10,1434
SIH26017-PRJ-000488,State Highway Project - Khordha (0488),Odisha,Khordha,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",132.26,5,1914.24,Agricultural,False,2017-06-27,2021-11-25,1612
SIH26017-PRJ-000489,Renewable Energy Park Project - Chennai (0489),Tamil Nadu,Chennai,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",544.26,19,2488.49,Homestead-Residential,False,2022-01-31,2025-07-09,1255
SIH26017-PRJ-000490,Urban Metro Rail Project - Coimbatore (0490),Tamil Nadu,Coimbatore,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",113.48,4,2001.63,Homestead-Residential,False,2015-05-25,2015-10-29,157
SIH26017-PRJ-000491,Renewable Energy Park Project - Patna (0491),Bihar,Patna,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",326.48,16,2275.5,Agricultural,True,2023-08-02,2028-02-23,1666
SIH26017-PRJ-000492,National Highway Project - Kalahandi (0492),Odisha,Kalahandi,National Highway,NHAI,Linear,"National Highways Act, 1956",214.45,10,1327.29,Agricultural,False,2016-04-26,2017-04-19,358
SIH26017-PRJ-000493,National Highway Project - Tiruchirappalli (0493),Tamil Nadu,Tiruchirappalli,National Highway,NHAI,Linear,"National Highways Act, 1956",325.37,8,1957.8,Government-Wasteland,False,2018-11-17,2023-01-08,1513
SIH26017-PRJ-000494,National Highway Project - Kalahandi (0494),Odisha,Kalahandi,National Highway,NHAI,Linear,"National Highways Act, 1956",358.83,12,4287.94,Agricultural,False,2024-01-17,2027-07-13,1273
SIH26017-PRJ-000495,State Highway Project - Kamrup (0495),Assam,Kamrup,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",34.64,9,370.53,Agricultural,False,2015-07-23,2021-12-26,2348
SIH26017-PRJ-000496,Irrigation Canal/Dam Project - Purulia (0496),West Bengal,Purulia,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1637.41,53,2102.04,Homestead-Residential,False,2018-09-20,2025-08-31,2537
SIH26017-PRJ-000497,Mining Project Project - Bastar (0497),Chhattisgarh,Bastar,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1143.86,31,7188.52,Mixed,False,2022-08-10,2032-01-07,3437
SIH26017-PRJ-000498,National Highway Project - Gautam Buddh Nagar (0498),Uttar Pradesh,Gautam Buddh Nagar,National Highway,NHAI,Linear,"National Highways Act, 1956",142.47,11,5010.43,Agricultural,False,2018-06-24,2022-08-28,1526
SIH26017-PRJ-000499,Power Transmission Line Project - Howrah (0499),West Bengal,Howrah,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",53.47,5,841.99,Agricultural,False,2017-10-01,2019-09-18,717
SIH26017-PRJ-000500,Airport Expansion Project - Raipur (0500),Chhattisgarh,Raipur,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1119.77,34,5143.69,Homestead-Residential,True,2023-08-20,2031-08-10,2912
SIH26017-PRJ-000501,Renewable Energy Park Project - Patna (0501),Bihar,Patna,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",924.0,26,859.58,Forest,False,2023-07-31,2026-08-30,1126
SIH26017-PRJ-000502,Power Transmission Line Project - Muzaffarpur (0502),Bihar,Muzaffarpur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",29.71,3,1430.25,Agricultural,False,2023-03-26,2025-04-22,758
SIH26017-PRJ-000503,State Highway Project - Belagavi (0503),Karnataka,Belagavi,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",129.03,7,300.34,Agricultural,False,2018-09-12,2022-05-12,1338
SIH26017-PRJ-000504,State Highway Project - Nagpur (0504),Maharashtra,Nagpur,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",16.68,9,215.14,Agricultural,False,2015-11-30,2018-10-26,1061
SIH26017-PRJ-000505,Special Economic Zone Project - Sundargarh (0505),Odisha,Sundargarh,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",1583.89,44,14327.76,Agricultural,True,2016-02-06,2020-11-30,1759
SIH26017-PRJ-000506,Renewable Energy Park Project - Durg (0506),Chhattisgarh,Durg,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",738.63,25,553.54,Forest,False,2016-06-22,2021-12-05,1992
SIH26017-PRJ-000507,Irrigation Canal/Dam Project - Agra (0507),Uttar Pradesh,Agra,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",455.96,23,3121.6,Mixed,False,2018-05-07,2020-08-03,819
SIH26017-PRJ-000508,Mining Project Project - Kolkata (0508),West Bengal,Kolkata,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",165.66,8,5056.63,Agricultural,False,2024-03-12,2027-10-15,1312
SIH26017-PRJ-000509,Special Economic Zone Project - Nashik (0509),Maharashtra,Nashik,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",831.49,28,7683.54,Forest,False,2020-04-26,2020-12-15,233
SIH26017-PRJ-000510,Urban Water Supply/Sewerage Project - Cuttack (0510),Odisha,Cuttack,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",42.89,4,521.27,Homestead-Residential,False,2022-04-07,2026-08-11,1587
SIH26017-PRJ-000511,State Highway Project - Durg (0511),Chhattisgarh,Durg,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",125.28,4,850.82,Homestead-Residential,False,2018-05-08,2019-05-28,385
SIH26017-PRJ-000512,Airport Expansion Project - Paschimi Singhbhum (0512),Jharkhand,Paschimi Singhbhum,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",255.78,13,9248.13,Mixed,False,2023-05-13,2031-01-24,2813
SIH26017-PRJ-000513,Mining Project Project - Purulia (0513),West Bengal,Purulia,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",869.05,24,2013.1,Government-Wasteland,False,2019-11-05,2023-12-04,1490
SIH26017-PRJ-000514,Renewable Energy Park Project - Bhopal (0514),Madhya Pradesh,Bhopal,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",927.76,25,3185.67,Homestead-Residential,False,2020-09-05,2023-02-23,901
SIH26017-PRJ-000515,Industrial Corridor Project - Dhanbad (0515),Jharkhand,Dhanbad,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1296.19,32,18897.15,Mixed,False,2021-11-28,2028-03-01,2285
SIH26017-PRJ-000516,Special Economic Zone Project - Dhanbad (0516),Jharkhand,Dhanbad,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2625.36,60,14215.32,Mixed,False,2020-10-30,2029-09-10,3237
SIH26017-PRJ-000517,State Highway Project - Jabalpur (0517),Madhya Pradesh,Jabalpur,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",145.61,4,1908.79,Agricultural,False,2021-05-02,2022-12-24,601
SIH26017-PRJ-000518,Mining Project Project - Chhatrapati Sambhajinagar (0518),Maharashtra,Chhatrapati Sambhajinagar,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",868.53,22,5916.87,Agricultural,False,2024-03-03,2032-02-07,2897
SIH26017-PRJ-000519,National Highway Project - Raipur (0519),Chhattisgarh,Raipur,National Highway,NHAI,Linear,"National Highways Act, 1956",294.79,10,1827.35,Forest,False,2018-12-22,2021-05-03,863
SIH26017-PRJ-000520,Power Transmission Line Project - Paschimi Singhbhum (0520),Jharkhand,Paschimi Singhbhum,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",127.54,7,57.24,Homestead-Residential,False,2015-01-01,2017-07-15,926
SIH26017-PRJ-000521,Power Transmission Line Project - Lucknow (0521),Uttar Pradesh,Lucknow,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",103.88,9,985.95,Agricultural,True,2024-01-14,2024-04-16,93
SIH26017-PRJ-000522,National Highway Project - Karimnagar (0522),Telangana,Karimnagar,National Highway,NHAI,Linear,"National Highways Act, 1956",133.03,6,5395.17,Agricultural,False,2017-07-16,2021-06-30,1445
SIH26017-PRJ-000523,State Highway Project - Durg (0523),Chhattisgarh,Durg,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",158.66,7,122.47,Government-Wasteland,True,2022-09-19,2025-08-31,1077
SIH26017-PRJ-000524,Airport Expansion Project - Chennai (0524),Tamil Nadu,Chennai,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1152.07,35,15829.94,Agricultural,False,2023-09-23,2030-01-12,2303
SIH26017-PRJ-000525,Urban Metro Rail Project - Tiruchirappalli (0525),Tamil Nadu,Tiruchirappalli,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",22.64,4,12521.52,Mixed,False,2021-08-29,2026-07-29,1795
SIH26017-PRJ-000526,Urban Water Supply/Sewerage Project - Thiruvananthapuram (0526),Kerala,Thiruvananthapuram,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",48.38,3,1227.28,Homestead-Residential,False,2017-01-01,2017-10-15,287
SIH26017-PRJ-000527,National Highway Project - Howrah (0527),West Bengal,Howrah,National Highway,NHAI,Linear,"National Highways Act, 1956",398.25,20,1435.49,Government-Wasteland,False,2019-03-29,2024-05-25,1884
SIH26017-PRJ-000528,Industrial Corridor Project - Vadodara (0528),Gujarat,Vadodara,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",4898.23,126,10572.75,Agricultural,False,2015-12-29,2022-10-01,2468
SIH26017-PRJ-000529,State Highway Project - Durg (0529),Chhattisgarh,Durg,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",76.03,6,703.02,Government-Wasteland,False,2024-06-20,2028-12-16,1640
SIH26017-PRJ-000530,Railway Line/Doubling Project - Surat (0530),Gujarat,Surat,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",100.48,3,1506.34,Government-Wasteland,False,2018-03-27,2021-11-12,1326
SIH26017-PRJ-000531,Industrial Corridor Project - Durg (0531),Chhattisgarh,Durg,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1477.31,39,3231.71,Homestead-Residential,False,2020-08-03,2025-08-17,1840
SIH26017-PRJ-000532,Renewable Energy Park Project - Durg (0532),Chhattisgarh,Durg,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1157.71,41,4899.98,Agricultural,False,2015-10-25,2022-03-24,2342
SIH26017-PRJ-000533,Industrial Corridor Project - Bastar (0533),Chhattisgarh,Bastar,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",435.96,15,9909.97,Mixed,False,2019-03-22,2024-09-24,2013
SIH26017-PRJ-000534,Urban Metro Rail Project - Jodhpur (0534),Rajasthan,Jodhpur,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",46.57,6,5152.68,Homestead-Residential,False,2024-07-14,2029-01-31,1662
SIH26017-PRJ-000535,Urban Water Supply/Sewerage Project - Chennai (0535),Tamil Nadu,Chennai,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",22.96,4,141.21,Government-Wasteland,False,2023-09-09,2024-11-12,430
SIH26017-PRJ-000536,Irrigation Canal/Dam Project - Purba Bardhaman (0536),West Bengal,Purba Bardhaman,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1304.73,27,2722.68,Forest,False,2021-08-16,2026-09-13,1854
SIH26017-PRJ-000537,Irrigation Canal/Dam Project - Durg (0537),Chhattisgarh,Durg,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",516.31,10,1812.09,Forest,False,2020-03-17,2023-11-18,1341
SIH26017-PRJ-000538,Special Economic Zone Project - Jaipur (0538),Rajasthan,Jaipur,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2538.62,73,5132.11,Forest,False,2022-12-23,2034-05-06,4152
SIH26017-PRJ-000539,Railway Line/Doubling Project - Pune (0539),Maharashtra,Pune,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",567.35,14,5239.38,Forest,False,2017-12-06,2025-06-06,2739
SIH26017-PRJ-000540,Urban Water Supply/Sewerage Project - Patna (0540),Bihar,Patna,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",15.15,4,183.06,Homestead-Residential,True,2017-04-27,2020-04-07,1076
SIH26017-PRJ-000541,National Highway Project - Gaya (0541),Bihar,Gaya,National Highway,NHAI,Linear,"National Highways Act, 1956",158.03,3,5452.61,Forest,False,2018-07-18,2024-04-28,2111
SIH26017-PRJ-000542,Airport Expansion Project - Kamrup (0542),Assam,Kamrup,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1187.99,32,19566.66,Government-Wasteland,False,2017-12-22,2020-11-14,1058
SIH26017-PRJ-000543,Urban Metro Rail Project - Chhatrapati Sambhajinagar (0543),Maharashtra,Chhatrapati Sambhajinagar,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",85.94,6,9448.5,Homestead-Residential,False,2020-11-07,2029-11-11,3291
SIH26017-PRJ-000544,National Highway Project - Durg (0544),Chhattisgarh,Durg,National Highway,NHAI,Linear,"National Highways Act, 1956",261.98,9,5059.86,Homestead-Residential,False,2021-05-29,2025-01-08,1320
SIH26017-PRJ-000545,Industrial Corridor Project - Rajkot (0545),Gujarat,Rajkot,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",2218.93,57,12155.82,Forest,False,2015-06-30,2020-07-01,1828
SIH26017-PRJ-000546,Urban Water Supply/Sewerage Project - Gaya (0546),Bihar,Gaya,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",8.65,2,537.62,Homestead-Residential,False,2022-04-02,2026-12-19,1722
SIH26017-PRJ-000547,Railway Line/Doubling Project - Surat (0547),Gujarat,Surat,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",116.88,7,4000.04,Agricultural,False,2016-03-16,2017-01-30,320
SIH26017-PRJ-000548,Urban Water Supply/Sewerage Project - Warangal (0548),Telangana,Warangal,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",6.43,3,1242.78,Homestead-Residential,False,2017-10-20,2019-10-18,728
SIH26017-PRJ-000549,Industrial Corridor Project - Varanasi (0549),Uttar Pradesh,Varanasi,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",2697.21,61,15491.35,Homestead-Residential,False,2019-06-21,2028-09-14,3373
SIH26017-PRJ-000550,National Highway Project - Dibrugarh (0550),Assam,Dibrugarh,National Highway,NHAI,Linear,"National Highways Act, 1956",187.19,11,5328.24,Agricultural,False,2023-02-08,2027-09-13,1678
SIH26017-PRJ-000551,National Highway Project - Bhopal (0551),Madhya Pradesh,Bhopal,National Highway,NHAI,Linear,"National Highways Act, 1956",258.92,11,5990.13,Forest,False,2023-04-05,2029-05-16,2233
SIH26017-PRJ-000552,Railway Line/Doubling Project - Chhindwara (0552),Madhya Pradesh,Chhindwara,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",131.35,8,6463.92,Government-Wasteland,False,2017-09-27,2019-04-10,560
SIH26017-PRJ-000553,Renewable Energy Park Project - Ahmedabad (0553),Gujarat,Ahmedabad,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",289.29,10,908.09,Agricultural,False,2020-11-08,2024-02-19,1198
SIH26017-PRJ-000554,State Highway Project - Chhatrapati Sambhajinagar (0554),Maharashtra,Chhatrapati Sambhajinagar,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",130.25,2,1345.85,Agricultural,False,2015-08-30,2021-05-26,2096
SIH26017-PRJ-000555,Railway Line/Doubling Project - Gautam Buddh Nagar (0555),Uttar Pradesh,Gautam Buddh Nagar,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",75.51,3,6645.86,Mixed,False,2024-04-21,2029-07-17,1913
SIH26017-PRJ-000556,Industrial Corridor Project - Mysuru (0556),Karnataka,Mysuru,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",4096.5,121,7542.62,Agricultural,False,2021-12-25,2025-07-24,1307
SIH26017-PRJ-000557,Special Economic Zone Project - Ballari (0557),Karnataka,Ballari,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2125.06,53,13925.6,Agricultural,False,2018-07-15,2019-01-08,177
SIH26017-PRJ-000558,Airport Expansion Project - Chhindwara (0558),Madhya Pradesh,Chhindwara,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",745.56,21,8465.17,Agricultural,True,2020-01-30,2024-02-17,1479
SIH26017-PRJ-000559,Industrial Corridor Project - Warangal (0559),Telangana,Warangal,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",3233.48,83,2471.86,Mixed,False,2024-08-21,2031-12-01,2658
SIH26017-PRJ-000560,National Highway Project - Jaipur (0560),Rajasthan,Jaipur,National Highway,NHAI,Linear,"National Highways Act, 1956",290.12,11,816.0,Agricultural,False,2016-11-25,2021-07-30,1708
SIH26017-PRJ-000561,Airport Expansion Project - Ballari (0561),Karnataka,Ballari,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1256.06,23,3013.52,Mixed,False,2023-11-22,2024-12-02,376
SIH26017-PRJ-000562,Renewable Energy Park Project - Kamrup (0562),Assam,Kamrup,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2981.53,75,6964.26,Mixed,False,2020-08-31,2021-02-10,163
SIH26017-PRJ-000563,Industrial Corridor Project - Chhatrapati Sambhajinagar (0563),Maharashtra,Chhatrapati Sambhajinagar,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",3323.27,89,10840.91,Mixed,True,2022-06-16,2022-10-27,133
SIH26017-PRJ-000564,Irrigation Canal/Dam Project - Nagpur (0564),Maharashtra,Nagpur,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",622.55,24,2420.21,Agricultural,False,2020-04-27,2021-09-16,507
SIH26017-PRJ-000565,Railway Line/Doubling Project - Chhatrapati Sambhajinagar (0565),Maharashtra,Chhatrapati Sambhajinagar,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",564.9,15,4545.21,Homestead-Residential,False,2015-12-12,2020-06-24,1656
SIH26017-PRJ-000566,Renewable Energy Park Project - Thiruvananthapuram (0566),Kerala,Thiruvananthapuram,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1698.24,45,7558.67,Mixed,False,2015-08-03,2024-11-01,3378
SIH26017-PRJ-000567,Urban Water Supply/Sewerage Project - Ahmedabad (0567),Gujarat,Ahmedabad,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",26.51,3,2002.98,Mixed,False,2017-06-10,2025-03-10,2830
SIH26017-PRJ-000568,Airport Expansion Project - Kolkata (0568),West Bengal,Kolkata,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1412.47,38,9576.0,Mixed,False,2017-06-25,2021-08-04,1501
